scenario_id,route_id,origin_port,destination_port,distance_nm,weather_scenario,cargo_demand_tonnes,deadline_hours,candidate_vessel_type,vessel_capacity_tonnes,candidate_fuel_type,candidate_speed_knots,shaft_power_kw,voyage_duration_hours,total_fuel_litres,total_fuel_cost_usd,total_co2_kg,cargo_capacity_sufficient,schedule_feasible,candidate_valid
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,conventional,11.5,8239.84,678.26,1072590.0,643553.98,3504151.41,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,conventional,14.5,9500.0,537.93,980773.2,588463.95,3204186.21,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,lng,8.5,3327.22,917.65,1051663.2,473248.44,1301433.21,0,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,lng,11.5,8239.84,678.26,1925016.7,866257.53,2382208.2,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,lng,14.5,9500.0,537.93,1760229.9,792103.45,2178284.48,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,methanol,8.5,3327.22,917.65,1349274.6,742101.05,1474703.21,0,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,methanol,11.5,8239.84,678.26,2469779.5,1358378.74,2699370.23,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,methanol,14.5,9500.0,537.93,2258359.5,1242097.7,2468296.55,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,ammonia,8.5,3327.22,917.65,2327965.1,2211566.83,0.0,0,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,ammonia,11.5,8239.84,678.26,4261223.3,4048162.12,0.0,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Panamax Bulk Carrier,75000,ammonia,14.5,9500.0,537.93,3896450.6,3701628.07,0.0,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,conventional,8.5,3495.54,917.65,615613.4,369368.06,2011209.08,0,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,conventional,12.0,9700.0,650.0,1210050.5,726030.3,3953235.0,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,conventional,15.5,9700.0,503.23,936813.3,562087.98,3060569.03,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,lng,8.5,3495.54,917.65,1104864.1,497188.85,1367269.33,0,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,lng,12.0,9700.0,650.0,2171722.2,977275.0,2687506.25,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,lng,15.5,9700.0,503.23,1681333.3,756600.0,2080650.0,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,methanol,8.5,3495.54,917.65,1417530.9,779642.01,1549304.61,0,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,methanol,12.0,9700.0,650.0,2786300.5,1532465.28,3045315.0,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,methanol,15.5,9700.0,503.23,2157135.9,1186424.73,2357663.23,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,ammonia,8.5,3495.54,917.65,2445730.8,2323444.25,0.0,0,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,ammonia,12.0,9700.0,650.0,4807331.4,4566964.81,0.0,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,ammonia,15.5,9700.0,503.23,3721804.9,3535714.69,0.0,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,hydrogen,8.5,3495.54,917.65,2936599.3,5432708.68,0.0,0,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,hydrogen,12.0,9700.0,650.0,5772183.1,10678538.73,0.0,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Kamsarmax Bulk Carrier,82000,hydrogen,15.5,9700.0,503.23,4468786.9,8267255.79,0.0,0,1,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Capesize Bulk Carrier,180000,conventional,8.5,5520.47,917.65,972233.2,583339.9,3176285.76,1,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Capesize Bulk Carrier,180000,conventional,12.0,14000.0,650.0,1746464.6,1047878.79,5705700.0,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Capesize Bulk Carrier,180000,conventional,15.5,14000.0,503.23,1352101.7,811261.0,4417316.13,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Capesize Bulk Carrier,180000,lng,8.5,5520.47,917.65,1744902.7,785206.21,2159317.07,1,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Capesize Bulk Carrier,180000,lng,12.0,14000.0,650.0,3134444.4,1410500.0,3878875.0,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Capesize Bulk Carrier,180000,lng,15.5,14000.0,503.23,2426666.7,1092000.0,3003000.0,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Capesize Bulk Carrier,180000,ammonia,8.5,5520.47,917.65,3862522.3,3669396.15,0.0,1,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Capesize Bulk Carrier,180000,ammonia,12.0,14000.0,650.0,6938416.4,6591495.6,0.0,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Capesize Bulk Carrier,180000,ammonia,15.5,14000.0,503.23,5371677.2,5103093.37,0.0,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Aframax Tanker,115000,conventional,8.5,4277.56,917.65,753337.8,452002.7,2461154.7,1,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Aframax Tanker,115000,conventional,11.75,11299.33,663.83,1439553.0,863731.8,4703019.67,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Aframax Tanker,115000,conventional,15.0,13000.0,520.0,1297373.7,778424.24,4238520.0,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Aframax Tanker,115000,lng,8.5,4277.56,917.65,1352043.2,608419.42,1673153.42,1,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Aframax Tanker,115000,lng,11.75,11299.33,663.83,2583618.8,1162628.47,3197228.28,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Aframax Tanker,115000,lng,15.0,13000.0,520.0,2328444.4,1047800.0,2881450.0,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Aframax Tanker,115000,ammonia,8.5,4277.56,917.65,2992887.1,2843242.79,0.0,1,0,0
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Aframax Tanker,115000,ammonia,11.75,11299.33,663.83,5719107.0,5433151.67,0.0,1,1,1
SCN_0001,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,high_wave_wind,93987.0,777.6,Aframax Tanker,115000,ammonia,15.0,13000.0,520.0,5154252.2,4896539.59,0.0,1,1,1
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Handysize Bulk Carrier,35000,conventional,8.5,2068.23,917.65,364244.5,218546.71,1189986.82,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Handysize Bulk Carrier,35000,conventional,11.25,4795.12,693.33,638058.1,382834.84,2084535.73,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Handysize Bulk Carrier,35000,conventional,14.0,6000.0,557.14,641558.4,384935.06,2095971.43,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Handysize Bulk Carrier,35000,lng,8.5,2068.23,917.65,653723.0,294175.37,808982.27,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Handysize Bulk Carrier,35000,lng,11.25,4795.12,693.33,1145146.3,515315.85,1417118.59,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Handysize Bulk Carrier,35000,lng,14.0,6000.0,557.14,1151428.6,518142.86,1424892.86,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Handysize Bulk Carrier,35000,methanol,8.5,2068.23,917.65,838720.9,461296.5,916688.41,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Handysize Bulk Carrier,35000,methanol,11.25,4795.12,693.33,1469212.7,808066.97,1605790.68,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Handysize Bulk Carrier,35000,methanol,14.0,6000.0,557.14,1477272.7,812500.0,1614600.0,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Supramax Bulk Carrier,58000,conventional,8.5,2664.88,917.65,469322.5,281593.5,1533276.6,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Supramax Bulk Carrier,58000,conventional,11.5,6599.55,678.26,859071.3,515442.77,2806585.88,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Supramax Bulk Carrier,58000,conventional,14.5,8000.0,537.93,825914.3,495548.59,2698262.07,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Supramax Bulk Carrier,58000,lng,8.5,2664.88,917.65,842310.4,379039.67,1042359.09,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Supramax Bulk Carrier,58000,lng,11.5,6599.55,678.26,1541806.9,693813.1,1907986.02,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Supramax Bulk Carrier,58000,lng,14.5,8000.0,537.93,1482298.9,667034.48,1834344.83,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Supramax Bulk Carrier,58000,methanol,8.5,2664.88,917.65,1080676.8,594372.24,1181136.52,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Supramax Bulk Carrier,58000,methanol,11.5,6599.55,678.26,1978124.7,1087968.57,2162011.14,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Supramax Bulk Carrier,58000,methanol,14.5,8000.0,537.93,1901776.4,1045977.01,2078565.52,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,conventional,8.5,3042.88,917.65,535894.6,321536.79,1750767.81,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,conventional,11.5,7535.67,678.26,980928.3,588556.96,3204692.64,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,conventional,14.5,9500.0,537.93,980773.2,588463.95,3204186.21,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,lng,8.5,3042.88,917.65,961789.9,432805.44,1190214.96,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,lng,11.5,7535.67,678.26,1760508.1,792228.64,2178628.77,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,lng,14.5,9500.0,537.93,1760229.9,792103.45,2178284.48,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,methanol,8.5,3042.88,917.65,1233967.9,678682.37,1348677.6,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,methanol,11.5,7535.67,678.26,2258716.4,1242294.02,2468686.67,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,methanol,14.5,9500.0,537.93,2258359.5,1242097.7,2468296.55,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,ammonia,8.5,3042.88,917.65,2129021.2,2022570.12,0.0,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,ammonia,11.5,7535.67,678.26,3897066.4,3702213.13,0.0,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Panamax Bulk Carrier,75000,ammonia,14.5,9500.0,537.93,3896450.6,3701628.07,0.0,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,conventional,8.5,3196.82,917.65,563004.2,337802.5,1839334.6,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,conventional,12.0,8995.07,650.0,1122112.1,673267.26,3665940.25,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,conventional,15.5,9700.0,503.23,936813.3,562087.98,3060569.03,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,lng,8.5,3196.82,917.65,1010444.3,454699.94,1250424.84,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,lng,12.0,8995.07,650.0,2013895.9,906253.17,2492196.22,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,lng,15.5,9700.0,503.23,1681333.3,756600.0,2080650.0,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,methanol,8.5,3196.82,917.65,1296391.2,713015.14,1416903.69,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,methanol,12.0,8995.07,650.0,2583810.8,1421095.92,2824001.82,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,methanol,15.5,9700.0,503.23,2157135.9,1186424.73,2357663.23,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,ammonia,8.5,3196.82,917.65,2236722.8,2124886.68,0.0,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,ammonia,12.0,8995.07,650.0,4457966.6,4235068.27,0.0,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,ammonia,15.5,9700.0,503.23,3721804.9,3535714.69,0.0,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,hydrogen,8.5,3196.82,917.65,2685642.5,4968438.71,0.0,0,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,hydrogen,12.0,8995.07,650.0,5352699.3,9902493.76,0.0,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Kamsarmax Bulk Carrier,82000,hydrogen,15.5,9700.0,503.23,4468786.9,8267255.79,0.0,0,1,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Capesize Bulk Carrier,180000,conventional,8.5,5048.7,917.65,889147.8,533488.67,2904845.82,1,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Capesize Bulk Carrier,180000,conventional,12.0,14000.0,650.0,1746464.6,1047878.79,5705700.0,1,1,1
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Capesize Bulk Carrier,180000,conventional,15.5,14000.0,503.23,1352101.7,811261.0,4417316.13,1,1,1
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Capesize Bulk Carrier,180000,lng,8.5,5048.7,917.65,1595786.3,718103.83,1974785.54,1,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Capesize Bulk Carrier,180000,lng,12.0,14000.0,650.0,3134444.4,1410500.0,3878875.0,1,1,1
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Capesize Bulk Carrier,180000,lng,15.5,14000.0,503.23,2426666.7,1092000.0,3003000.0,1,1,1
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Capesize Bulk Carrier,180000,ammonia,8.5,5048.7,917.65,3532437.7,3355815.84,0.0,1,0,0
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Capesize Bulk Carrier,180000,ammonia,12.0,14000.0,650.0,6938416.4,6591495.6,0.0,1,1,1
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Capesize Bulk Carrier,180000,ammonia,15.5,14000.0,503.23,5371677.2,5103093.37,0.0,1,1,1
SCN_0002,R1_Mormugao_Rotterdam,Mormugao_IN,Rotterdam_NL,7800,normal,126509.0,780.0,Aframax Tanker,115000,conventional,8.5,3912.0,917.65,688958.9,413375.32,2250828.64,0,0,0
